id	name	description	category	difficulty	muscle_groups	equipment	instructions	estimated_duration	calories	image_url	video_url	created_at	updated_at
4d502bc6-26d2-4b21-b3db-75440c8f5278	Fondos de Tríceps	Ejercicio de fortalecimiento muscular enfocado en tríceps.	strength	intermediate	{Tríceps}	"{""Peso corporal""}"	"{""Para llegar a la posición inicial, sostén tu cuerpo a la longitud del brazo con los brazos casi bloqueados por encima de las barras"",""Ahora, inhala y bájate lentamente hacia abajo"",""Tu torso debe permanecer erguido y tus codos deben mantenerse cerca del cuerpo"",""Esto ayuda a enfocar mejor la participación del tríceps"",""Bájate hasta que se forme un ángulo de 90 grados entre el brazo superior y el antebrazo"",""Luego, exhala y empuja tu torso hacia arriba usando tus tríceps para llevar tu cuerpo de vuelta a la posición inicial""}"	15	50			2025-07-27 14:26:04.755052+00	2025-08-14 18:38:34.011269+00
a3805fb0-64c8-441c-aa64-0241a95bfca4	Flexiones - Posición Cerrada de Tríceps	Ejercicio de fortalecimiento muscular enfocado en pecho.	strength	intermediate	{Pecho}	"{""Peso corporal""}"	"{""Acuéstate en el suelo boca abajo y coloca tus manos más cerca que el ancho de los hombros para una posición de manos cerrada"",""Asegúrate de que estés sosteniendo tu torso arriba a la longitud de los brazos"",""Bájate hasta que tu pecho casi toque el suelo mientras inhalas"",""Usando tus tríceps y algunos de tus músculos pectorales, presiona tu torso superior de vuelta a la posición inicial y aprieta tu pecho""}"	15	50			2025-07-27 14:22:07.946164+00	2025-08-14 18:40:30.273468+00
cd963bff-da61-4dc9-afb6-d8556a0c5d5b	Flexiones Diamante	Ejercicio de fortalecimiento muscular enfocado en tríceps.	strength	intermediate	{Tríceps}	"{""Peso corporal""}"	"{""Haz una forma de diamante con tus dedos índices y pulgares"",""Acuéstate en el suelo boca abajo y coloca tus manos en el suelo con el diamante debajo de tu pecho"",""Puedes encontrar más cómodo estar en tus rodillas para este ejercicio"",""Esta será tu posición inicial"",""Manteniendo tu cuerpo recto, empuja a través de tus manos para empujar tu cuerpo hacia arriba, extendiendo a través de los codos"",""No permitas que tus caderas se hundan""}"	15	50			2025-07-27 14:26:04.755052+00	2025-08-14 18:42:33.990097+00
e4753d94-0782-41c0-866b-6af3efd9598b	Dominadas	Ejercicio de fortalecimiento muscular enfocado en dorsales.	strength	intermediate	{Dorsales}	"{""Peso corporal""}"	"{""Agarra la barra de dominadas con las palmas mirando hacia adelante usando el agarre prescrito"",""Nota sobre agarres: Para un agarre ancho, tus manos deben estar separadas a una distancia mayor que el ancho de tus hombros"",""Para un agarre medio, tus manos deben estar separadas a una distancia igual al ancho de tus hombros y para un agarre cerrado a una distancia menor que el ancho de tus hombros"",""Como tienes ambos brazos extendidos frente a ti sosteniendo la barra con el ancho de agarre elegido, lleva tu torso hacia atrás alrededor de 30 grados mientras creas una curvatura en tu espalda baja y sacando tu pecho"",""Esta es tu posición inicial""}"	15	50			2025-07-27 14:27:47.259561+00	2025-08-14 18:42:52.386516+00
a5adb015-9dfa-4f52-a76b-8af3b4c4a0ef	High Knees	Ejercicio de ejercicio cardiovascular enfocado en cuádriceps.	cardio	beginner	{Cuádriceps}	"{""Peso corporal""}"	"{""Párate con los pies separados a la anchura de las caderas"",""Levanta la rodilla derecha hacia tu pecho"",""Bájala e inmediatamente levanta la rodilla izquierda hacia tu pecho"",""Continúa alternando tan rápido como puedas mientras bombeas los brazos"",""Aterriza en las puntas de los pies y mantén el core activado""}"	20	80			2025-07-27 14:29:21.97922+00	2025-07-27 14:47:09.058609+00
dfb2617c-b7f1-4d4b-add3-5c39845b0014	Side Plank	Ejercicio de fortalecimiento muscular enfocado en abdominales.	strength	intermediate	{Abdominales}	"{""Peso corporal""}"	"{""Acuéstate de lado en el suelo con las piernas extendidas rectas y apiladas una encima de la otra"",""Asegúrate de que tu codo esté directamente debajo de tu hombro"",""Coloca la mano superior en tu cadera"",""Activa el core y levanta las caderas del suelo, creando una línea recta desde tu cabeza hasta tus pies"",""Mantén esta posición""}"	15	50			2025-07-27 14:29:21.97922+00	2025-07-27 14:47:44.665884+00
027830bc-fac1-4816-a1a1-2027aa055928	Dominadas con Agarre Ancho	Ejercicio de fortalecimiento muscular enfocado en dorsales.	strength	intermediate	{Dorsales}	{Polea/Cable}	"{""Siéntate en una máquina de dominadas con una barra ancha conectada a la polea superior"",""Asegúrate de ajustar la almohadilla de las rodillas de la máquina para que se adapte a tu altura"",""Estas almohadillas evitarán que tu cuerpo se levante por la resistencia conectada a la barra"",""Agarra la barra con las palmas hacia adelante usando el agarre prescrito"",""Nota sobre agarres: Para un agarre ancho, tus manos deben estar separadas a una distancia mayor que el ancho de los hombros"",""Para un agarre medio, tus manos deben estar separadas a una distancia igual al ancho de tus hombros y para un agarre cerrado a una distancia menor que el ancho de tus hombros""}"	15	50			2025-07-27 14:27:47.259561+00	2025-08-14 18:33:50.397819+00
076b4ba8-31a0-4961-8da7-0d7359d64851	Press de Pierna Individual	Ejercicio de fortalecimiento muscular enfocado en cuádriceps.	strength	intermediate	{Cuádriceps}	{Máquina}	"{""Carga la plataforma con un peso apropiado"",""Siéntate en la máquina, colocando un pie en la plataforma en línea con tu cadera"",""Tu pie libre puede colocarse en el suelo"",""Mantén una buena posición espinal con la cabeza y el pecho arriba"",""Soportando el peso, extiende completamente la rodilla y desbloquea la plataforma"",""Esta será tu posición inicial""}"	15	50			2025-07-27 14:27:06.277631+00	2025-08-14 18:34:26.612726+00
84fe460b-4cce-4cea-85e0-0b0f8eda275f	Cruce Bajo de Cables	Ejercicio de fortalecimiento muscular enfocado en pecho.	strength	intermediate	{Pecho}	{Polea/Cable}	"{""Para moverte a la posición inicial, coloca las poleas en la posición baja, selecciona la resistencia a usar y agarra una manija en cada mano"",""Da un paso hacia adelante, ganando tensión en las poleas"",""Tus palmas deben estar mirando hacia adelante, las manos debajo de la cintura, y tus brazos rectos"",""Esta será tu posición inicial"",""Con una ligera flexión en tus brazos, lleva tus manos hacia arriba y hacia la línea media de tu cuerpo"",""Tus manos deben juntarse frente a tu pecho, con las palmas mirando hacia arriba""}"	15	50			2025-07-27 14:24:45.259305+00	2025-08-14 18:40:03.207773+00
a22da50b-689f-4cbb-9ce5-9b9a9a772ada	Skullcrusher Declinado con Barra EZ	Ejercicio de fortalecimiento muscular enfocado en tríceps.	strength	intermediate	{Tríceps}	"{""Barra EZ""}"	"{""Asegura tus piernas al final del banco declinado y lentamente acuéstate en el banco"",""Usando un agarre cerrado (un agarre que es ligeramente menor que el ancho de los hombros), levanta la barra EZ del rack y sostenla recta sobre ti con los brazos bloqueados y codos adentro"",""Los brazos deben estar perpendiculares al suelo"",""Esta será tu posición inicial"",""Consejo: Para proteger tu manguito rotador, es mejor si tienes un compañero que te ayude a levantar la barra del rack"",""Mientras inhalas y mantienes los brazos superiores inmóviles, baja la barra lentamente moviendo tus antebrazos en un movimiento semicircular hacia ti hasta que sientas que la barra toca ligeramente tu frente""}"	15	50			2025-07-27 14:26:04.755052+00	2025-08-14 18:40:18.635874+00
cad40005-6adf-4edf-919b-01544642dbf5	Curl con Barra EZ	Ejercicio de fortalecimiento muscular enfocado en bíceps.	strength	intermediate	{Bíceps}	"{""Barra EZ""}"	"{""Ponte de pie erguido mientras sostienes una barra de curl EZ en el mango exterior ancho"",""Las palmas de tus manos deben estar mirando hacia adelante y ligeramente inclinadas hacia adentro debido a la forma de la barra"",""Mantén tus codos cerca de tu torso"",""Esta será tu posición inicial"",""Ahora, mientras mantienes tus brazos superiores inmóviles, exhala y flexiona los pesos hacia adelante mientras contraes los bíceps"",""Concéntrate en mover solo tus antebrazos""}"	15	50			2025-07-27 14:25:18.069451+00	2025-08-14 18:42:25.890017+00
ced262e2-593e-41a4-905f-4d0a60258487	Press de Barra EZ con Agarre Cerrado	Ejercicio de fortalecimiento muscular enfocado en tríceps.	strength	beginner	{Tríceps}	"{""Barra EZ""}"	"{""Acuéstate en un banco plano con una barra EZ y selecciona el peso apropiado"",""Coloca las manos en la barra EZ usando un agarre cerrado"",""Las manos deben estar alrededor de 15 centímetros separadas"",""Extiende los brazos y sostén la barra EZ recta hacia arriba con los brazos bloqueados y codos adentro"",""La barra EZ debe estar perpendicular al suelo"",""Esta será tu posición inicial"",""Mientras inhalas, baja lentamente la barra moviendo los antebrazos en un movimiento semicircular hacia ti hasta que la barra EZ toque ligeramente tu pecho""}"	15	40			2025-07-27 14:26:04.755052+00	2025-08-14 18:43:22.678045+00
05a7e8d9-4a1c-432c-8494-b06c4e97b526	Tire flip	Ejercicio de fortalecimiento muscular enfocado en cuádriceps.	strength	intermediate	{Cuádriceps}	"{""Otro equipamiento""}"	"{""Comienza agarrando la parte inferior del neumático en la banda de rodadura, y posiciona tus pies un poco hacia atrás"",""Tu pecho debe estar empujando contra el neumático"",""Para levantar el neumático, extiéndete a través de las caderas, rodillas y tobillos, empujando contra el neumático y hacia arriba"",""Cuando el neumático alcance un ángulo de 45 grados, da un paso adelante y empuja una rodilla contra el neumático""}"	15	50			2025-07-27 14:28:41.186185+00	2025-07-27 14:53:59.320726+00
2f4e338d-cd9d-4f9b-8184-b5f517613d62	Fondos de Pecho con Agarre Ancho	Ejercicio de fortalecimiento muscular enfocado en pecho.	strength	intermediate	{Pecho}	"{""Otro equipamiento""}"	"{""Para este ejercicio necesitarás acceso a barras paralelas"",""Para llegar a la posición inicial, sostén tu cuerpo a la longitud de los brazos (brazos bloqueados) por encima de las barras"",""Mientras inhalas, bájate lentamente con el torso inclinado hacia adelante alrededor de 30 grados y los codos ligeramente hacia afuera hasta que sientas un ligero estiramiento en el pecho"",""Una vez que sientas el estiramiento, usa tu pecho para llevar tu cuerpo de vuelta a la posición inicial mientras exhalas""}"	15	50			2025-07-27 14:22:07.946164+00	2025-08-14 18:35:28.284026+00
bbcf2f41-478f-43c9-800a-03486f028c9b	Remo en T	Ejercicio de fortalecimiento muscular enfocado en dorsales.	strength	intermediate	{Dorsales}	"{""Otro equipamiento""}"	"{""Posiciona una barra en una landmine o en una esquina para evitar que se mueva"",""Carga un peso apropiado en tu extremo"",""Ponte sobre la barra, y posiciona un mango de remo doble D alrededor de la barra junto al collar"",""Usando tus caderas y piernas, levántate a una posición de pie"",""Adopta una postura amplia con las caderas hacia atrás y el pecho arriba""}"	15	50			2025-07-27 14:28:41.186185+00	2025-08-14 18:42:07.778412+00
c3527d86-83d3-48e4-a335-778b7e2d26bf	Dominadas con Peso	Ejercicio de fortalecimiento muscular enfocado en dorsales.	strength	advanced	{Dorsales}	"{""Otro equipamiento""}"	"{""Coloca un peso en un cinturón de fondos y asegúralo alrededor de tu cintura"",""Agarra la barra de dominadas con las palmas de las manos mirando hacia afuera"",""Para un agarre medio, tus manos deben estar separadas al ancho de los hombros"",""Como tienes ambos brazos extendidos frente a ti sosteniendo la barra con el ancho de agarre elegido, lleva tu torso hacia atrás alrededor de 30 grados mientras creas una curvatura en tu espalda baja y sacando tu pecho"",""Esta es tu posición inicial""}"	15	65			2025-07-27 14:27:47.259561+00	2025-08-14 18:42:17.447818+00
24ea863b-28f5-4334-914d-a4588f21bb92	Curl Araña con Barra EZ	Ejercicio de fortalecimiento muscular enfocado en bíceps.	strength	intermediate	{Bíceps}	{Barra}	"{""Comienza colocando la barra en la parte del banco predicador en la que normalmente te sentarías"",""Asegúrate de alinear la barra correctamente para que esté equilibrada y no se caiga"",""Muévete al lado frontal del banco predicador (la parte donde los brazos usualmente se apoyan) y posiciónate para acostarte en un ángulo de 45 grados con tu torso y estómago presionados contra el lado frontal del banco predicador"",""Asegúrate de que tus pies (especialmente los dedos) estén bien posicionados en el suelo y coloca tus brazos superiores encima de la almohadilla ubicada en la parte interior del banco predicador"",""Usa tus brazos para agarrar la barra con un agarre supinado (palmas hacia arriba) aproximadamente a la anchura de los hombros o ligeramente más cerca entre sí"",""Lentamente comienza a levantar la barra hacia arriba y exhala""}"	15	50			2025-07-27 14:25:18.069451+00	2025-08-14 18:43:28.11801+00
